4764 NCE BOD 05:45 07:10 0.0
3128 BOD ORY 14:05 15:15 0.0
2 CDG ORY 07:19 07:49 0.0
10 CDG ORY 05:32 06:02 0.0
76 ORY CDG 01:00 01:30 0.0
3097 ORY NCE 12:36 13:56 0.0
66 CDG ORY 01:53+1 02:23+1 0.0
4699 LYS NCE 11:25 12:25 0.0
2999 ORY TLS 16:50 18:00 0.0
5126 AMS TLS 14:30 16:25 0.0
2980 TLS ORY 09:40 11:00 0.0
4784 NCE LIL 10:53 12:33 0.0
4837 SXB NCE 15:03 16:23 0.0
139 ORY CDG 03:30+1 04:00+1 0.0
64 CDG ORY 22:30 23:00 0.0
4352 BIQ ORY 16:20 17:40 0.0
109 ORY CDG 12:00 12:30 0.0
4490 BOD CDG 12:56 14:21 0.0
2526 UIP ORY 09:45 10:55 0.0
114 ORY CDG 14:06 14:36 0.0
5166 AMS BOD 23:22 01:12+1 0.0
3080 NCE ORY 13:05 14:30 0.0
4700 NCE LYS 13:05 14:00 0.0
4637 CDG PUF 20:10 21:35 0.0
3073 ORY NCE 10:00 11:20 0.0
4238 BES ORY 21:07 22:22 0.0
4524 MRS CDG 09:05 10:35 0.0
3077 ORY NCE 12:35 13:55 0.0
61 CDG ORY 20:00 20:30 0.0
4412 MPL ORY 14:20 15:40 0.0
82 ORY CDG 08:07 08:37 0.0
4520 CFE CDG 16:05 17:10 0.0
2900 MRS ORY 15:30 16:50 0.0
129 ORY CDG 18:40 19:10 0.0
2658 MRS BES 12:50 14:30 0.0
11 CDG ORY 03:20 03:50 0.0
4454 BIA ORY 19:35 21:10 0.0
2892 MRS ORY 18:29 19:49 0.0
2888 MRS ORY 11:30 12:50 0.0
4228 BES ORY 10:05 11:20 0.0
132 ORY CDG 19:40 20:10 0.0
2630 NTE MRS 15:01 16:21 0.0
4642 PUF CDG 19:30 21:00 0.0
3106 NCE ORY 17:05 18:30 0.0
4655 CDG TLS 19:25 20:50 0.0
2965 ORY TLS 08:00 09:10 0.0
4317 ORY PUF 17:15 18:30 0.0
5123 TLS AMS 07:10 09:25 0.0
79 ORY CDG 02:00 02:30 0.0
3085 ORY NCE 16:00 17:20 0.0
9 CDG ORY 02:40 03:10 0.0
2974 TLS ORY 07:40 09:00 0.0
2596 LYS CFR 21:26 22:41 0.0
45 CDG ORY 14:40 15:10 0.0
4337 ORY AVN 12:20 13:35 0.0
1364 AJA ORY 06:57 08:37 0.0
4585 CDG NTE 13:00 14:05 0.0
2967 ORY TLS 18:25 19:45 0.0
53 CDG ORY 17:20 17:50 0.0
48 CDG ORY 15:40 16:10 0.0
4517 CDG CFE 07:15 08:15 0.0
4566 NCE CDG 12:00 13:35 0.0
135 ORY CDG 20:40 21:10 0.0
4525 CDG MRS 09:30 10:55 0.0
4547 CDG MPL 19:50 21:15 0.0
2586 CDG RNS 21:20 22:15 0.0
2633 SXB NTE 09:05 10:25 0.0
60 CDG ORY 19:40 20:10 0.0
3075 ORY NCE 11:00 12:20 0.0
3011 ORY TLS 19:50 21:00 0.0
4730 LYS NTE 18:45 20:00 0.0
117 ORY CDG 17:38 18:08 0.0
32 CDG ORY 11:49 12:19 0.0
2605 RNS TLS 06:40 07:45 0.0
56 CDG ORY 18:20 18:50 0.0
4164 SXB ORY 07:00 08:00 0.0
73 ORY CDG 00:00 00:30 0.0
4434 AJA ORY 00:39+1 02:19+1 0.0
4574 NCE CDG 06:25 08:00 0.0
4577 CDG NCE 12:50 13:25 0.0
2886 MRS ORY 14:04 15:24 0.0
2582 CDG LIG 12:30 13:45 0.0
144 ORY CDG 04:20+1 04:50 0.0
2601 URO LEH 15:00 15:20 0.0
2795 LRT ORY 12:10 13:15 0.0
55 CDG ORY 18:00 18:30 0.0
4347 ORY BIQ 18:20 19:35 0.0
4768 NCE BOD 13:05 14:30 0.0
4268 LYS ORY 12:11 13:16 0.0
83 ORY CDG 03:20 03:50 0.0
4431 ORY AJA 16:54 18:34 0.0
4618 ETZ ORY 07:00 08:10 0.0
4275 ORY LYS 18:40 19:45 0.0
2877 ORY MRS 16:18 17:33 0.0
4488 BOD CDG 13:57 15:22 0.0
125 ORY CDG 17:20 17:50 0.0
4350 LDE ORY 16:50 18:15 0.0
4643 CDG TLS 06:15 07:40 0.0
16 CDG ORY 05:00 05:30 0.0
104 ORY CDG 15:08 15:38 0.0
4459 ORY BIA 17:10 18:45 0.0
4634 SXB CDG 16:42 17:52 0.0
3138 BOD ORY 19:25 20:35 0.0
63 CDG ORY 20:40 21:10 0.0
4639 CDG PUF 07:30 09:00 0.0
78 ORY CDG 01:40 02:10 0.0
4320 PUF ORY 10:10 11:30 0.0
4274 LYS ORY 21:50 22:55 0.0
3070 NCE ORY 12:16 13:41 0.0
85 ORY CDG 10:02 10:32 0.0
4376 TLN ORY 14:04 15:34 0.0
2521 RNS MPL 09:50 11:05 0.0
2977 ORY TLS 09:50 11:00 0.0
2654 LYS BES 09:58 11:33 0.0
4651 CDG TLS 17:25 18:50 0.0
4543 CDG MPL 10:36 12:01 0.0
4501 CDG BIQ 12:35 14:00 0.0
2982 TLS ORY 10:40 12:00 0.0
37 CDG ORY 12:00 12:30 0.0
4232 BES ORY 13:05 14:20 0.0
4386 PGF ORY 13:20 14:45 0.0
40 CDG ORY 13:00 13:30 0.0
4536 MRS CDG 06:35 08:05 0.0
2673 SXB LGW 05:55 07:20 0.0
2595 CFR LYS 19:12 20:22 0.0
103 ORY CDG 13:20 13:50 0.0
4705 LYS TLS 15:00 16:05 0.0
116 ORY CDG 17:56 18:26 0.0
120 ORY CDG 15:40 16:10 0.0
4664 BOD LYS 16:55 18:05 0.0
4511 CDG LYS 17:55 19:05 0.0
2624 NTE MRS 07:05 08:25 0.0
4552 MPL CDG 10:30 12:00 0.0
52 CDG ORY 17:00 17:30 0.0
30 CDG ORY 11:53 12:23 0.0
4584 NTE CDG 10:23 11:28 0.0
4725 NTE LYS 10:17 11:32 0.0
2878 MRS ORY 19:20 20:30 0.0
4224 BES ORY 10:08 11:23 0.0
42 CDG ORY 13:40 14:10 0.0
121 ORY CDG 16:00 16:30 0.0
87 ORY CDG 11:15 11:45 0.0
70 CDG ORY 23:00 23:30 0.0
28 CDG ORY 09:00 09:30 0.0
49 CDG ORY 16:08 16:38 0.0
86 ORY CDG 07:17 07:47 0.0
4595 CDG BES 20:00 21:15 0.0
2662 BES NCE 14:03 15:53 0.0
4645 CDG TLS 16:26 17:51 0.0
4564 NCE CDG 13:20 14:55 0.0
3071 ORY MRS 19:20 20:35 0.0
147 CDG MLH 12:00 13:10 0.0
4416 MPL ORY 18:26 19:46 0.0
108 ORY CDG 11:40 12:10 0.0
4563 CDG NCE 06:20 07:55 0.0
93 ORY CDG 12:22 12:52 0.0
4475 ORY CLY 10:21 11:56 0.0
2524 UIP ORY 05:45 06:55 0.0
2975 ORY TLS 09:53 11:03 0.0
100 ORY CDG 09:00 09:30 0.0
92 ORY CDG 06:20 06:50 0.0
90 ORY CDG 05:40 06:10 0.0
38 CDG ORY 12:20 12:50 0.0
4371 ORY TLN 19:24 20:44 0.0
4358 BIQ ORY 03:01+1 04:21+1 0.0
4617 ORY ETZ 14:49 15:49 0.0
4388 PGF ORY 14:05 15:30 0.0
2620 LYS RNS 14:45 16:05 0.0
4626 SXB CDG 09:35 10:45 0.0
88 ORY CDG 09:25 09:55 0.0
106 ORY CDG 11:00 11:30 0.0
19 CDG ORY 06:57 07:27 0.0
119 ORY CDG 15:20 15:50 0.0
4413 ORY MPL 20:06 21:21 0.0
4534 MRS CDG 19:45 21:15 0.0
2973 ORY TLS 07:50 09:00 0.0
4170 SXB ORY 15:59 16:59 0.0
4526 MRS CDG 09:50 11:20 0.0
4411 ORY MPL 18:35 19:50 0.0
148 MLH CDG 18:12 19:27 0.0
3007 ORY TLS 18:50 20:00 0.0
4359 ORY LDE 08:45 10:05 0.0
98 ORY CDG 13:54 14:24 0.0
4410 MPL ORY 18:33 19:53 0.0
3131 ORY BOD 17:25 18:30 0.0
4171 ORY SXB 14:25 15:25 0.0
4180 SXB ORY 17:00 18:00 0.0
140 ORY CDG 22:20 22:50 0.0
4415 ORY MPL 16:15 17:30 0.0
17 CDG ORY 05:20 05:50 0.0
33 CDG ORY 10:40 11:10 0.0
4638 PUF CDG 12:44 14:14 0.0
69 CDG ORY 03:35+1 04:05+1 0.0
4363 ORY TLN 08:54 10:14 0.0
4321 ORY PUF 20:25 21:40 0.0
2581 LIG CDG 10:05 11:20 0.0
4214 ORY RNS 16:15 17:15 0.0
51 CDG ORY 18:03 18:33 0.0
4685 LYS MRS 13:10 14:10 0.0
4276 LYS ORY 16:10 17:15 0.0
4590 NTE CDG 13:35 14:40 0.0
3102 NCE ORY 16:05 17:30 0.0
2522 MPL RNS 11:35 12:55 0.0
2625 MRS NTE 15:45 17:10 0.0
4368 TLN ORY 17:35 19:00 0.0
2992 TLS ORY 14:40 16:00 0.0
3090 NCE ORY 17:05 18:30 0.0
4694 NCE LYS 05:51 06:46 0.0
2533 NTE BES 15:58 16:38 0.0
3004 TLS ORY 21:32 22:52 0.0
96 ORY CDG 10:19 10:49 0.0
4586 NTE CDG 15:15 16:20 0.0
3082 NCE ORY 14:05 15:30 0.0
5127 TLS AMS 17:05 19:15 0.0
4636 PUF CDG 09:16 10:46 0.0
4354 BIQ ORY 18:00 19:20 0.0
14 CDG ORY 04:20 04:50 0.0
2798 ORY LRT 13:00 14:05 0.0
4668 BOD LYS 15:26 16:36 0.0
3063 ORY NCE 14:00 15:25 0.0
105 ORY CDG 10:40 11:10 0.0
4522 CFE CDG 05:35 06:40 0.0
152 MLH CDG 11:48 13:03 0.0
4706 TLS LYS 19:17 20:17 0.0
4333 ORY AVN 14:06 15:21 0.0
4503 CDG LYS 13:58 15:08 0.0
4515 CDG LYS 10:35 11:45 0.0
2584 CDG RNS 12:30 13:35 0.0
128 ORY CDG 18:20 18:50 0.0
4588 NTE CDG 10:00 11:05 0.0
3127 ORY BOD 15:10 16:15 0.0
80 ORY CDG 07:56 08:26 0.0
4507 CDG LYS 12:15 13:25 0.0
31 CDG ORY 10:00 10:30 0.0
111 ORY CDG 12:40 13:10 0.0
4436 ORY AJA 17:10 18:50 0.0
4498 BIQ CDG 07:47 09:17 0.0
4349 ORY LDE 13:41 15:01 0.0
133 ORY CDG 22:02 22:32 0.0
4599 CDG BES 11:02 12:17 0.0
4703 LYS TLS 07:45 08:50 0.0
118 ORY CDG 15:00 15:30 0.0
67 CDG ORY 22:00 22:30 0.0
4628 SXB CDG 20:53 22:03 0.0
2895 ORY MRS 15:35 16:50 0.0
4225 ORY BES 08:10 09:20 0.0
71 CDG ORY 23:20 23:50 0.0
2896 MRS ORY 20:49 22:09 0.0
4273 ORY LYS 11:20 12:25 0.0
126 ORY CDG 00:33+1 01:03+1 0.0
3123 ORY BOD 12:10 13:15 0.0
44 CDG ORY 14:20 14:50 0.0
4213 RNS ORY 14:00 15:05 0.0
4369 ORY TLN 12:30 13:50 0.0
4485 CDG BOD 13:01 14:21 0.0
4167 ORY SXB 16:28 17:28 0.0
91 ORY CDG 08:40 09:10 0.0
57 CDG ORY 18:46 19:16 0.0
4647 CDG TLS 21:26 22:51 0.0
4546 MPL CDG 12:40 14:10 0.0
4387 ORY PGF 12:00 13:20 0.0
18 CDG ORY 05:40 06:10 0.0
24 CDG ORY 07:40 08:10 0.0
4548 MPL CDG 20:00 21:30 0.0
4197 ORY MLH 18:09 19:09 0.0
136 ORY CDG 21:00 21:30 0.0
47 CDG ORY 17:40 18:10 0.0
65 CDG ORY 01:47+1 02:17+1 0.0
46 CDG ORY 16:43 17:13 0.0
3144 BOD ORY 09:10 10:20 0.0
75 ORY CDG 00:40 01:10 0.0
2661 NCE BES 09:10 11:05 0.0
23 CDG ORY 07:20 07:50 0.0
4723 NTE LYS 05:45 07:00 0.0
6 CDG ORY 04:20 04:50 0.0
4673 LIL LYS 05:45 07:00 0.0
1378 BIA ORY 11:00 12:35 0.0
4587 CDG NTE 11:45 12:50 0.0
3135 ORY BOD 21:44 22:49 0.0
4657 CDG TLS 11:55 13:20 0.0
2899 ORY MRS 16:35 17:50 0.0
127 ORY CDG 19:59 20:29 0.0
102 ORY CDG 09:40 10:10 0.0
4203 ORY MLH 20:19 21:19 0.0
4314 PUF ORY 05:40 07:00 0.0
3081 ORY NCE 14:00 15:20 0.0
4375 ORY TLN 12:12 13:37 0.0
4509 CDG LYS 13:10 14:20 0.0
4544 MPL CDG 11:23 12:53 0.0
2968 TLS ORY 07:38 08:58 0.0
59 CDG ORY 19:20 19:50 0.0
4593 CDG NTE 22:40 23:45 0.0
4516 LYS CDG 10:55 12:05 0.0
2626 NTE MRS 13:50 15:10 0.0
2653 BES LYS 05:25 06:55 0.0
2644 SXB LYS 13:10 14:10 0.0
3122 BOD ORY 12:10 13:20 0.0
2606 TLS RNS 08:10 09:20 0.0
2588 LYS CFR 07:40 08:55 0.0
4838 NCE SXB 11:15 12:35 0.0
2919 ORY MRS 12:35 13:50 0.0
3099 ORY NCE 17:10 18:30 0.0
2983 ORY TLS 13:14 14:24 0.0
4437 ORY AJA 17:00 18:40 0.0
4239 ORY BES 17:35 18:45 0.0
4649 CDG TLS 15:00 16:25 0.0
3108 NCE ORY 08:35 10:00 0.0
2609 NCE RNS 14:05 15:45 0.0
5124 AMS TLS 08:25 10:20 0.0
4627 CDG SXB 13:10 14:20 0.0
97 ORY CDG 08:00 08:30 0.0
4400 FSC ORY 07:30 09:15 0.0
4476 CLY ORY 16:39 18:09 0.0
4578 NCE CDG 15:35 17:10 0.0
4200 MLH ORY 14:19 15:29 0.0
4295 ORY CFE 08:10 09:05 0.0
4549 CDG MPL 17:45 19:10 0.0
2602 LEH LYS 16:18 17:48 2601.0
4366 TLN ORY 12:52 14:17 0.0
39 CDG ORY 16:03 16:33 0.0
4499 CDG BIQ 20:25 21:50 0.0
2573 LIG ORY 10:36 11:41 0.0
149 CDG MLH 15:45 16:55 0.0
2995 ORY TLS 20:26 21:36 0.0
4529 CDG MRS 14:35 16:00 0.0
2583 RNS CDG 05:25 06:25 0.0
7 CDG ORY 02:31 03:01 0.0
4512 LYS LIG 22:42 23:42 0.0
141 ORY CDG 22:40 23:10 0.0
3093 ORY NCE 00:18+1 01:38+1 0.0
4483 CDG BOD 06:30 07:50 0.0
4513 CDG LYS 20:30 21:40 0.0
4385 ORY PGF 07:25 08:45 0.0
2883 ORY MRS 11:35 12:50 0.0
5 CDG ORY 01:20 01:50 0.0
3065 ORY NCE 12:19 13:39 0.0
4654 TLS CDG 19:45 21:15 0.0
22 CDG ORY 07:00 07:30 0.0
2523 ORY UIP 07:45 08:50 0.0
2623 MRS NTE 09:00 10:25 0.0
2988 TLS ORY 13:40 15:00 0.0
2520 NTE TLS 07:46 08:46 0.0
3068 NCE ORY 08:14 09:39 0.0
4765 BOD NCE 07:45 09:00 0.0
4510 LYS CDG 16:39 17:49 0.0
4319 ORY PUF 16:20 17:35 0.0
4600 BES CDG 05:25 06:45 0.0
1377 ORY BIA 19:00 20:35 0.0
4202 MLH ORY 13:55 15:05 0.0
4165 ORY SXB 08:00 09:00 0.0
3107 ORY NCE 06:30 07:50 0.0
4269 ORY LYS 09:30 10:35 0.0
142 ORY CDG 23:00 23:30 0.0
2585 RNS CDG 15:06 16:06 0.0
3121 ORY BOD 10:10 11:15 0.0
3064 NCE ORY 06:42 08:07 0.0
2613 RNS LYS 05:30 06:45 0.0
72 CDG ORY 23:40 00:10 0.0
4370 TLN ORY 14:40 16:05 0.0
2656 LYS BES 14:30 15:55 0.0
2534 BES NTE 09:52 10:37 0.0
4348 BIQ ORY 16:36 17:56 0.0
2614 LYS RNS 07:45 09:05 0.0
4 CDG ORY 01:00 01:30 0.0
4421 ORY MPL 20:15 21:30 0.0
4389 ORY PGF 15:35 17:00 0.0
4630 SXB CDG 23:47 00:57+1 0.0
20 CDG ORY 06:20 06:50 0.0
3112 NCE ORY 13:35 15:00 0.0
3088 NCE ORY 12:05 13:30 0.0
2655 BES LYS 12:20 13:50 0.0
4229 ORY BES 11:15 12:25 0.0
4271 ORY LYS 13:40 14:45 0.0
4435 AJA ORY 18:37 20:17 0.0
4344 BIQ ORY 05:50 07:10 0.0
4572 NCE ORY 19:50 21:15 0.0
2598 URO LYS 09:32 10:52 2597.0
43 CDG ORY 14:00 14:30 0.0
62 CDG ORY 20:20 20:50 0.0
2996 TLS ORY 21:18 22:38 0.0
2600 LEH URO 15:45 16:05 2599.0
4575 CDG NCE 18:30 20:05 0.0
4641 CDG PUF 20:05 21:35 0.0
4324 PUF ORY 18:30 19:50 0.0
4393 ORY FSC 09:40 11:25 0.0
4567 CDG NCE 11:35 13:10 0.0
4279 ORY LYS 15:00 16:05 0.0
3086 NCE ORY 13:52 15:17 0.0
2870 MRS ORY 17:00 18:20 0.0
4405 ORY MPL 11:12 12:27 0.0
2796 ORY LRT 12:10 13:15 0.0
4194 MLH ORY 12:21 13:31 0.0
2643 LYS SXB 15:19 16:19 0.0
4360 LDE ORY 06:30 07:55 0.0
34 CDG ORY 11:00 11:30 0.0
4684 MRS LYS 05:35 06:35 0.0
4407 ORY MPL 18:30 19:35 0.0
4629 CDG SXB 16:30 17:40 0.0
1 CDG ORY 00:00 00:30 0.0
4763 BOD NCE 15:05 16:20 0.0
26 CDG ORY 11:24 11:54 0.0
3000 TLS ORY 21:37 22:57 0.0
3067 ORY NCE 07:30 08:50 0.0
4502 BIQ CDG 09:50 11:20 0.0
29 CDG ORY 09:20 09:50 0.0
35 CDG ORY 12:29 12:59 0.0
2629 MRS NTE 12:55 14:20 0.0
2874 MRS ORY 17:33 18:53 0.0
77 ORY CDG 01:20 01:50 0.0
4565 CDG NCE 12:10 13:45 0.0
2970 TLS ORY 06:40 08:00 0.0
2543 RDZ ORY 05:40 06:50 0.0
2619 RNS LYS 12:35 13:50 0.0
8 CDG ORY 08:38 09:08 0.0
2866 MRS ORY 09:46 11:06 0.0
3134 BOD ORY 20:41 21:51 0.0
12 CDG ORY 03:40 04:10 0.0
4514 LYS CDG 06:25 07:35 0.0
4334 AVN ORY 05:30 06:45 0.0
2991 ORY TLS 14:50 16:00 0.0
68 CDG ORY 22:20 22:50 0.0
