Total itineraries 3288
Disrupted itineraries 2089
Total #flights 608
Total #airports 35
Preprocessing time 9.099307
MIP runtime 0.031225
MIP objective 32223693.750000
MIP number of zero variables 17917.000000 out of 20009
itin 1: OG pax count 61, sol cancelled  61
itin 2: OG pax count 13, sol cancelled  13
itin 3: OG pax count 22, sol cancelled  22
itin 4: OG pax count 5, sol cancelled  5
itin 9: OG pax count 13, sol cancelled  13
itin 11: OG pax count 6, sol cancelled  6
itin 12: OG pax count 82, sol cancelled  82
itin 13: OG pax count 29, sol cancelled  29
itin 15: OG pax count 13, sol cancelled  13
itin 17: OG pax count 6, sol cancelled  6
itin 18: OG pax count 73, sol cancelled  73
itin 19: OG pax count 10, sol cancelled  10
itin 20: OG pax count 69, sol cancelled  69
itin 21: OG pax count 8, sol cancelled  8
itin 22: OG pax count 13, sol cancelled  13
itin 23: OG pax count 3, sol cancelled  3
itin 26: OG pax count 62, sol cancelled  62
itin 27: OG pax count 13, sol cancelled  13
itin 28: OG pax count 21, sol cancelled  21
itin 29: OG pax count 5, sol cancelled  5
itin 30: OG pax count 80, sol cancelled  80
itin 31: OG pax count 31, sol cancelled  31
itin 32: OG pax count 62, sol cancelled  62
itin 33: OG pax count 6, sol cancelled  6
itin 34: OG pax count 7, sol cancelled  7
itin 35: OG pax count 21, sol cancelled  21
itin 36: OG pax count 2, sol cancelled  2
itin 37: OG pax count 3, sol cancelled  3
itin 42: OG pax count 66, sol cancelled  66
itin 43: OG pax count 13, sol cancelled  13
itin 44: OG pax count 18, sol cancelled  18
itin 45: OG pax count 4, sol cancelled  4
itin 47: OG pax count 28, sol cancelled  28
itin 49: OG pax count 11, sol cancelled  11
itin 50: OG pax count 57, sol cancelled  57
itin 51: OG pax count 13, sol cancelled  13
itin 52: OG pax count 26, sol cancelled  26
itin 53: OG pax count 6, sol cancelled  6
itin 57: OG pax count 65, sol cancelled  65
itin 58: OG pax count 6, sol cancelled  6
itin 59: OG pax count 7, sol cancelled  7
itin 60: OG pax count 18, sol cancelled  18
itin 61: OG pax count 2, sol cancelled  2
itin 62: OG pax count 3, sol cancelled  3
itin 71: OG pax count 52, sol cancelled  52
itin 72: OG pax count 11, sol cancelled  11
itin 73: OG pax count 18, sol cancelled  18
itin 74: OG pax count 4, sol cancelled  4
itin 76: OG pax count 7, sol cancelled  7
itin 78: OG pax count 5, sol cancelled  5
itin 79: OG pax count 66, sol cancelled  66
itin 80: OG pax count 13, sol cancelled  13
itin 81: OG pax count 17, sol cancelled  17
itin 82: OG pax count 5, sol cancelled  5
itin 84: OG pax count 13, sol cancelled  13
itin 86: OG pax count 6, sol cancelled  6
itin 89: OG pax count 64, sol cancelled  64
itin 90: OG pax count 6, sol cancelled  6
itin 91: OG pax count 7, sol cancelled  7
itin 92: OG pax count 19, sol cancelled  19
itin 93: OG pax count 2, sol cancelled  2
itin 94: OG pax count 3, sol cancelled  3
itin 105: OG pax count 13, sol cancelled  13
itin 107: OG pax count 5, sol cancelled  5
itin 110: OG pax count 53, sol cancelled  53
itin 111: OG pax count 20, sol cancelled  20
itin 112: OG pax count 19, sol cancelled  19
itin 113: OG pax count 8, sol cancelled  8
itin 115: OG pax count 13, sol cancelled  13
itin 117: OG pax count 5, sol cancelled  5
itin 118: OG pax count 64, sol cancelled  64
itin 119: OG pax count 13, sol cancelled  13
itin 120: OG pax count 17, sol cancelled  17
itin 121: OG pax count 4, sol cancelled  4
itin 124: OG pax count 52, sol cancelled  52
itin 125: OG pax count 13, sol cancelled  13
itin 126: OG pax count 31, sol cancelled  31
itin 127: OG pax count 3, sol cancelled  3
itin 138: OG pax count 13, sol cancelled  13
itin 140: OG pax count 5, sol cancelled  5
itin 147: OG pax count 74, sol cancelled  74
itin 148: OG pax count 13, sol cancelled  13
itin 149: OG pax count 11, sol cancelled  11
itin 150: OG pax count 3, sol cancelled  3
itin 151: OG pax count 48, sol cancelled  48
itin 152: OG pax count 16, sol cancelled  16
itin 153: OG pax count 87, sol cancelled  87
itin 154: OG pax count 21, sol cancelled  21
itin 155: OG pax count 63, sol cancelled  63
itin 156: OG pax count 13, sol cancelled  13
itin 157: OG pax count 20, sol cancelled  20
itin 158: OG pax count 5, sol cancelled  5
itin 160: OG pax count 44, sol cancelled  44
itin 161: OG pax count 10, sol cancelled  10
itin 162: OG pax count 19, sol cancelled  19
itin 163: OG pax count 4, sol cancelled  4
itin 167: OG pax count 51, sol cancelled  51
itin 168: OG pax count 13, sol cancelled  13
itin 169: OG pax count 32, sol cancelled  32
itin 170: OG pax count 6, sol cancelled  6
itin 171: OG pax count 54, sol cancelled  54
itin 172: OG pax count 11, sol cancelled  11
itin 173: OG pax count 16, sol cancelled  16
itin 174: OG pax count 4, sol cancelled  4
itin 182: OG pax count 6, sol cancelled  6
itin 183: OG pax count 7, sol cancelled  7
itin 185: OG pax count 2, sol cancelled  2
itin 186: OG pax count 3, sol cancelled  3
itin 190: OG pax count 65, sol cancelled  65
itin 191: OG pax count 13, sol cancelled  13
itin 192: OG pax count 18, sol cancelled  18
itin 193: OG pax count 5, sol cancelled  5
itin 196: OG pax count 48, sol cancelled  48
itin 197: OG pax count 12, sol cancelled  12
itin 198: OG pax count 36, sol cancelled  36
itin 199: OG pax count 7, sol cancelled  7
itin 202: OG pax count 67, sol cancelled  67
itin 203: OG pax count 7, sol cancelled  7
itin 204: OG pax count 19, sol cancelled  19
itin 205: OG pax count 5, sol cancelled  5
itin 208: OG pax count 49, sol cancelled  49
itin 209: OG pax count 12, sol cancelled  12
itin 210: OG pax count 33, sol cancelled  33
itin 211: OG pax count 6, sol cancelled  6
itin 212: OG pax count 52, sol cancelled  52
itin 213: OG pax count 13, sol cancelled  13
itin 214: OG pax count 29, sol cancelled  29
itin 215: OG pax count 6, sol cancelled  6
itin 217: OG pax count 3, sol cancelled  3
itin 219: OG pax count 5, sol cancelled  5
itin 221: OG pax count 1, sol cancelled  1
itin 223: OG pax count 1, sol cancelled  1
itin 230: OG pax count 12, sol cancelled  12
itin 231: OG pax count 5, sol cancelled  5
itin 232: OG pax count 22, sol cancelled  22
itin 233: OG pax count 9, sol cancelled  9
itin 234: OG pax count 4, sol cancelled  4
itin 235: OG pax count 2, sol cancelled  2
itin 236: OG pax count 7, sol cancelled  7
itin 237: OG pax count 3, sol cancelled  3
itin 238: OG pax count 12, sol cancelled  12
itin 239: OG pax count 3, sol cancelled  3
itin 240: OG pax count 22, sol cancelled  22
itin 241: OG pax count 5, sol cancelled  5
itin 242: OG pax count 7, sol cancelled  7
itin 243: OG pax count 1, sol cancelled  1
itin 244: OG pax count 13, sol cancelled  13
itin 245: OG pax count 2, sol cancelled  2
itin 246: OG pax count 14, sol cancelled  14
itin 247: OG pax count 25, sol cancelled  25
itin 248: OG pax count 6, sol cancelled  6
itin 249: OG pax count 10, sol cancelled  10
itin 258: OG pax count 14, sol cancelled  14
itin 259: OG pax count 32, sol cancelled  32
itin 260: OG pax count 5, sol cancelled  5
itin 261: OG pax count 12, sol cancelled  12
itin 271: OG pax count 61, sol cancelled  61
itin 272: OG pax count 15, sol cancelled  15
itin 273: OG pax count 35, sol cancelled  35
itin 274: OG pax count 7, sol cancelled  7
itin 276: OG pax count 91, sol cancelled  91
itin 277: OG pax count 23, sol cancelled  23
itin 278: OG pax count 66, sol cancelled  66
itin 279: OG pax count 15, sol cancelled  15
itin 280: OG pax count 30, sol cancelled  30
itin 281: OG pax count 6, sol cancelled  6
itin 282: OG pax count 66, sol cancelled  66
itin 283: OG pax count 17, sol cancelled  17
itin 284: OG pax count 104, sol cancelled  104
itin 285: OG pax count 23, sol cancelled  23
itin 286: OG pax count 51, sol cancelled  51
itin 287: OG pax count 15, sol cancelled  15
itin 288: OG pax count 72, sol cancelled  72
itin 289: OG pax count 15, sol cancelled  15
itin 290: OG pax count 24, sol cancelled  24
itin 291: OG pax count 3, sol cancelled  3
itin 296: OG pax count 13, sol cancelled  13
itin 298: OG pax count 4, sol cancelled  4
itin 302: OG pax count 15, sol cancelled  15
itin 304: OG pax count 5, sol cancelled  5
itin 307: OG pax count 83, sol cancelled  83
itin 308: OG pax count 47, sol cancelled  47
itin 310: OG pax count 12, sol cancelled  12
itin 312: OG pax count 5, sol cancelled  5
itin 313: OG pax count 51, sol cancelled  51
itin 314: OG pax count 38, sol cancelled  38
itin 316: OG pax count 15, sol cancelled  15
itin 318: OG pax count 6, sol cancelled  6
itin 319: OG pax count 94, sol cancelled  94
itin 320: OG pax count 17, sol cancelled  17
itin 321: OG pax count 60, sol cancelled  60
itin 322: OG pax count 15, sol cancelled  15
itin 323: OG pax count 33, sol cancelled  33
itin 324: OG pax count 7, sol cancelled  7
itin 329: OG pax count 13, sol cancelled  13
itin 331: OG pax count 5, sol cancelled  5
itin 337: OG pax count 15, sol cancelled  15
itin 342: OG pax count 83, sol cancelled  83
itin 343: OG pax count 42, sol cancelled  42
itin 349: OG pax count 7, sol cancelled  7
itin 354: OG pax count 56, sol cancelled  56
itin 355: OG pax count 16, sol cancelled  16
itin 356: OG pax count 38, sol cancelled  38
itin 357: OG pax count 8, sol cancelled  8
itin 361: OG pax count 15, sol cancelled  15
itin 363: OG pax count 7, sol cancelled  7
itin 364: OG pax count 91, sol cancelled  91
itin 365: OG pax count 30, sol cancelled  30
itin 367: OG pax count 13, sol cancelled  13
itin 369: OG pax count 4, sol cancelled  4
itin 373: OG pax count 3, sol cancelled  3
itin 381: OG pax count 84, sol cancelled  84
itin 382: OG pax count 15, sol cancelled  15
itin 383: OG pax count 13, sol cancelled  13
itin 384: OG pax count 4, sol cancelled  4
itin 387: OG pax count 80, sol cancelled  80
itin 388: OG pax count 14, sol cancelled  14
itin 389: OG pax count 14, sol cancelled  14
itin 390: OG pax count 4, sol cancelled  4
itin 391: OG pax count 84, sol cancelled  84
itin 392: OG pax count 13, sol cancelled  13
itin 397: OG pax count 77, sol cancelled  77
itin 398: OG pax count 8, sol cancelled  8
itin 399: OG pax count 22, sol cancelled  22
itin 400: OG pax count 3, sol cancelled  3
itin 403: OG pax count 74, sol cancelled  74
itin 404: OG pax count 15, sol cancelled  15
itin 405: OG pax count 22, sol cancelled  22
itin 406: OG pax count 5, sol cancelled  5
itin 407: OG pax count 113, sol cancelled  79
itin 407 partially cancelled
itin 407: OG pax count 113, sol put 34 pax on flight 1375 in cabin E
itin 408: OG pax count 12, sol put 12 pax on flight 1375 in cabin E
itin 409: OG pax count 111, sol put 111 pax on flight 1380 in cabin E
itin 410: OG pax count 17, sol put 17 pax on flight 1380 in cabin E
itin 412: OG pax count 8, sol cancelled  8
itin 414: OG pax count 4, sol cancelled  4
itin 422: OG pax count 50, sol cancelled  50
itin 423: OG pax count 7, sol cancelled  7
itin 424: OG pax count 38, sol cancelled  38
itin 425: OG pax count 4, sol cancelled  4
itin 426: OG pax count 71, sol cancelled  71
itin 427: OG pax count 8, sol cancelled  8
itin 428: OG pax count 28, sol cancelled  28
itin 429: OG pax count 4, sol cancelled  4
itin 430: OG pax count 61, sol cancelled  61
itin 431: OG pax count 13, sol cancelled  13
itin 432: OG pax count 23, sol cancelled  23
itin 433: OG pax count 5, sol cancelled  5
itin 434: OG pax count 65, sol cancelled  65
itin 435: OG pax count 30, sol cancelled  30
itin 436: OG pax count 94, sol cancelled  94
itin 437: OG pax count 30, sol cancelled  30
itin 438: OG pax count 73, sol cancelled  73
itin 439: OG pax count 15, sol cancelled  15
itin 440: OG pax count 21, sol cancelled  21
itin 441: OG pax count 5, sol cancelled  5
itin 442: OG pax count 57, sol cancelled  57
itin 443: OG pax count 13, sol cancelled  13
itin 444: OG pax count 23, sol cancelled  23
itin 445: OG pax count 5, sol cancelled  5
itin 446: OG pax count 50, sol cancelled  50
itin 447: OG pax count 13, sol cancelled  13
itin 448: OG pax count 37, sol cancelled  37
itin 449: OG pax count 4, sol cancelled  4
itin 451: OG pax count 14, sol cancelled  14
itin 453: OG pax count 7, sol cancelled  7
itin 454: OG pax count 60, sol cancelled  60
itin 455: OG pax count 13, sol cancelled  13
itin 456: OG pax count 74, sol cancelled  74
itin 457: OG pax count 8, sol cancelled  8
itin 458: OG pax count 22, sol cancelled  22
itin 459: OG pax count 3, sol cancelled  3
