1184 CDG FCO 15:34 17:39 0.0
2749 BOD LIL 16:10 17:30 2748.0
1685 FCO CDG 04:56+1 07:06+1 0.0
5720 ORY TLS 17:50 19:00 0.0
6983 LYS ORY 07:40 08:45 0.0
4097 BIA ORY 20:45 22:20 0.0
5794 ORY NCE 01:08+1 02:28+1 0.0
2325 SVO CDG 20:35 00:25+1 0.0
5379 BES NCE 13:35 15:25 0.0
7403 MRS LYS 13:05 14:00 0.0
5006 LYS PUF 07:55 09:05 0.0
2871 MXP LYS 09:05 10:05 0.0
7122 ORY MPL 16:32 17:47 0.0
7359 PUF CDG 00:21+1 01:51+1 0.0
1581 MAD CDG 19:25 21:30 0.0
7229 LYS CDG 20:00 21:15 0.0
5851 BOD ORY 02:46+1 03:56+1 0.0
5588 ORY MRS 07:05 08:20 0.0
7351 SXB CDG 14:10 15:20 0.0
5837 BOD ORY 07:40 08:50 0.0
6900 ORY SXB 06:20 07:20 0.0
999 FRA CDG 09:40 11:00 0.0
2862 CDG MLH 18:45 19:55 0.0
7036 ORY PUF 16:20 17:35 0.0
7423 TLS LYS 02:41+1 03:41+1 0.0
2006 CDG VCE 20:06 21:51 0.0
15 CDG ORY 14:49 15:19 0.0
586 CDG DUS 19:40 20:55 0.0
9551 PMO MXP 16:10 17:55 0.0
7075 BIQ ORY 08:58+1 10:18+1 0.0
1380 CDG MAD 14:30 16:35 0.0
5792 ORY NCE 16:55 18:15 0.0
1451 LHR CDG 16:00 17:10 0.0
3014 LYS VIE 17:02 18:42 0.0
865 TUN CDG 19:25 22:00 0.0
7417 NCE LYS 13:05 14:00 0.0
2164 CDG TUN 19:00 21:30 0.0
4584 CDG DUB 13:01 15:01 0.0
9388 CDG MXP 19:44 21:24 0.0
4700 DUB LCY 01:41+1 02:56+1 0.0
5736 ORY TLS 19:11 20:21 0.0
5827 NCE ORY 07:20+1 08:45+1 0.0
1481 MAD CDG 06:54+1 08:59+1 0.0
5850 ORY BOD 08:28+1 09:33+1 0.0
121 ORY CDG 16:25 16:55 0.0
