Total itineraries 1608
Disrupted itineraries 970
Total #flights 608
Total #airports 35
Preprocessing time 8.616781
MIP runtime 0.047673
MIP objective 13241271.200000
MIP number of zero variables 28502.000000 out of 29555
itin 3: OG pax count 88, sol cancelled  88
itin 4: OG pax count 18, sol cancelled  18
itin 5: OG pax count 25, sol cancelled  2
itin 5 partially cancelled
itin 5: OG pax count 25, sol put 23 pax on flight 1364 in cabin E
itin 6: OG pax count 7, sol cancelled  7
itin 10: OG pax count 68, sol cancelled  68
itin 11: OG pax count 18, sol cancelled  18
itin 12: OG pax count 40, sol cancelled  40
itin 13: OG pax count 5, sol cancelled  5
itin 19: OG pax count 92, sol cancelled  92
itin 20: OG pax count 34, sol cancelled  13
itin 20 partially cancelled
itin 20: OG pax count 34, sol put 21 pax on flight 4459 in cabin E
itin 25: OG pax count 134, sol cancelled  134
itin 26: OG pax count 5, sol cancelled  5
itin 29: OG pax count 93, sol cancelled  93
itin 30: OG pax count 18, sol cancelled  18
itin 31: OG pax count 20, sol cancelled  9
itin 31 partially cancelled
itin 31: OG pax count 20, sol put 11 pax on flight 4454 in cabin E
itin 32: OG pax count 6, sol cancelled  6
itin 33: OG pax count 84, sol cancelled  84
itin 34: OG pax count 30, sol cancelled  30
itin 35: OG pax count 74, sol cancelled  74
itin 36: OG pax count 17, sol cancelled  17
itin 37: OG pax count 31, sol cancelled  31
itin 38: OG pax count 8, sol cancelled  8
itin 40: OG pax count 83, sol cancelled  83
itin 41: OG pax count 31, sol cancelled  31
itin 43: OG pax count 17, sol cancelled  17
itin 45: OG pax count 5, sol cancelled  5
itin 48: OG pax count 59, sol cancelled  59
itin 49: OG pax count 37, sol cancelled  37
itin 50: OG pax count 19, sol cancelled  19
itin 51: OG pax count 14, sol cancelled  14
itin 60: OG pax count 54, sol put 54 pax on flight 2519 in cabin E
itin 61: OG pax count 11, sol cancelled  11
itin 62: OG pax count 12, sol put 12 pax on flight 2519 in cabin E
itin 63: OG pax count 3, sol cancelled  3
itin 64: OG pax count 50, sol put 50 pax on flight 2518 in cabin E
itin 65: OG pax count 11, sol cancelled  11
itin 66: OG pax count 15, sol put 15 pax on flight 2518 in cabin E
itin 67: OG pax count 4, sol cancelled  4
itin 68: OG pax count 54, sol cancelled  32
itin 68 partially cancelled
itin 68: OG pax count 54, sol put 22 pax on flight 2519 in cabin E
itin 69: OG pax count 11, sol cancelled  11
