2289 OTP CDG 18:10 21:20 0.0
4905 PRG CDG 17:05 18:55 0.0
3478 LYS ZRH 00:16+1 01:26+1 0.0
9939 BRI FCO 18:10 19:15 0.0
8671 TYS ATL 19:30 20:30 0.0
6032 ORY MRS 04:29+1 05:44+1 0.0
9058 ATL DFW 21:10 23:20 0.0
1735 TXL CDG 20:13 21:58 0.0
1423 MUC CDG 08:25 10:10 0.0
9884 NCE FCO 10:15 11:25 0.0
9948 FCO PMO 10:41 11:51 0.0
607 CAY ORY 17:25 02:00 0.0
5022 ORY LCY 10:50 11:50 0.0
5796 BES LYS 16:50 18:25 0.0
9895 MXP MRS 19:50 21:20 0.0
5821 LYS FCO 04:41+1 06:06+1 0.0
6120 ORY TLS 15:19 16:29 0.0
6256 ORY BOD 08:10 09:15 0.0
9112 ATL CLT 20:30 21:40 0.0
1697 CMN CDG 19:10 22:15 0.0
8881 MCI CVG 04:18+1 05:53+1 0.0
7803 BOD LYS 11:04 12:14 0.0
2628 ORY MAD 09:50 11:45 0.0
5893 LYS MAD 17:39 19:24 0.0
7866 NTE LYS 19:50 21:05 0.0
7929 NCE LIL 19:09 20:49 0.0
7810 LIL LYS 15:04 16:19 0.0
4610 CDG LUX 08:40+1 09:35+1 0.0
7456 ORY PUF 02:24+1 03:39+1 0.0
9979 AOI FCO 06:23+1 07:23+1 0.0
5713 ORY LIG 17:00 18:00 0.0
7356 RNS ORY 21:43 22:48 0.0
7905 NCE BOD 13:05 14:30 0.0
10062 CDG ORY 06:37+1 07:07+1 0.0
9989 BDS FCO 10:15 11:30 0.0
5322 RNS MLH 22:57 00:17+1 0.0
166 CDG BKK 14:55 02:10 0.0
5340 ETZ LYS 05:30 06:35 0.0
7374 ORY BES 21:22 22:32 0.0
4757 BIA MRS 18:00 18:55 0.0
1985 TUN CDG 23:40 02:15+1 0.0
9103 PIT ATL 20:35 22:25 0.0
7362 ORY BES 09:19 10:29 0.0
8898 JFK DCA 07:33+1 08:48 0.0
7438 ORY CFE 16:55 17:50 0.0
6268 ORY BOD 17:25 18:30 0.0
3283 MLH CDG 20:53 22:08 0.0
4700 NCE AJA 22:08 23:03 0.0
4604 CDG LUX 20:10 21:05 0.0
5140 CDG BHX 00:44+1 02:09+1 0.0
3282 CDG MLH 14:20 15:30 0.0
10006 CDG ORY 13:39 14:09 0.0
7732 CDG BES 07:22+1 08:37+1 0.0
8850 CVG LAS 21:50 01:55 0.0
1135 TXL CDG 11:56 13:41 0.0
1843 GVA CDG 11:00 12:10 0.0
6107 TLS ORY 10:36 11:56 0.0
2795 BUD CDG 18:25 20:45 0.0
345 YUL CDG 09:50+1 16:35 0.0
10117 ORY CDG 05:09+1 05:39+1 0.0
529 DXB CDG 22:25 05:55+1 0.0
2622 ORY MAD 13:28 15:23 0.0
5037 FLR CDG 13:45 15:40 0.0
7179 CDG ZYR 14:11 15:26 0.0
9092 ATL PIT 23:45 01:30 0.0
5770 SXB NTE 08:05 09:25 0.0
9490 EWR ROC 21:55 23:15 0.0
1409 STR CDG 09:10 10:30 0.0
7789 TLS CDG 00:01+1 01:31+1 0.0
9052 ATL TPA 00:01+1 01:26+1 0.0
9008 ATL MCO 19:41 21:06 0.0
9106 ATL ELP 11:18+1 14:33 0.0
10116 ORY CDG 01:34+1 02:04+1 0.0
5043 FLR CDG 15:05 17:00 0.0
5120 DUB LCY 15:30 16:45 0.0
8953 STL CVG 21:50 23:00 0.0
5968 CDG BIO 23:51 01:31+1 0.0
