4902 CDG PRG 00:06+1 01:56+1 0.0
7683 MPL CDG 12:40 14:10 0.0
7480 ORY BIQ 07:35 08:50 0.0
10038 CDG ORY 12:20 12:50 0.0
7305 SXB ORY 13:04 14:04 0.0
3394 LYS BUD 14:35 16:35 0.0
5118 DUB LCY 17:25 18:40 0.0
7484 ORY BIQ 04:05+1 05:20+1 0.0
8665 TPA ATL 04:10+1 05:45+1 0.0
9946 MXP BRI 20:10 21:50 0.0
5322 RNS MLH 19:50 21:10 0.0
4905 PRG CDG 00:55+1 02:45+1 0.0
657 FDF ORY 12:40 20:45 0.0
6156 ORY TLS 20:22 21:32 0.0
10056 CDG ORY 18:20 18:50 0.0
9907 CTA FCO 06:15 07:35 0.0
1115 MXP CDG 09:30 11:00 0.0
5101 ZRH CDG 18:31 19:56 0.0
6214 ORY NCE 16:04 17:24 0.0
8918 CVG PHX 21:40 01:35 0.0
7846 LYS TLS 05:45 07:00 0.0
8827 MYR CVG 00:53+1 02:43+1 0.0
1738 CDG VIE 11:40 13:40 0.0
3247 MXP TLS 17:35 19:00 0.0
3249 FCO TLS 11:45 13:30 0.0
7655 CFE CDG 11:15 12:20 0.0
7658 CDG CFE 23:18 00:18+1 0.0
5493 CDG HAJ 17:56 19:31 0.0
7406 ORY LYS 09:30 10:35 0.0
9997 SUF FCO 10:20 11:35 0.0
10024 CDG ORY 07:40 08:10 0.0
2206 CDG DUS 14:35 15:50 0.0
10099 ORY CDG 08:40 09:10 0.0
5875 DUS LYS 00:00+1 01:25+1 0.0
10090 ORY CDG 07:26 07:56 0.0
5778 SXB LYS 18:08 19:03 5777.0
5498 HAJ CDG 11:15 12:45 0.0
5564 LYS VCE 08:20 09:35 0.0
5800 MPL LYS 13:48 14:53 0.0
9115 CHO ATL 22:43 00:18+1 0.0
8017 FUK KIX 23:15 00:15 0.0
8671 TYS ATL 23:51 00:51+1 0.0
1944 CDG SVO 12:46 16:26 0.0
5712 LIG ORY 03:45+1 04:50+1 0.0
2270 CDG LHR 18:20 19:40 0.0
4953 WAW PRG 01:11+1 02:51+1 0.0
7791 TLS CDG 23:43 01:13+1 0.0
8993 PIT CVG 10:02+1 11:17+1 0.0
9852 MXP TRS 16:39 17:59 0.0
5099 MRS FCO 19:48 21:23 0.0
5485 TLS SXB 19:35 21:05 0.0
565 BEY CDG 13:45 18:30 0.0
2739 VIE CDG 22:09 00:19+1 0.0
8472 ATL MHT 14:30 17:00 0.0
7512 ORY TLN 06:25 07:45 0.0
8682 ATL SLC 13:34+1 17:34 0.0
6139 TLS ORY 17:10 18:30 0.0
9840 CDG FCO 08:05+1 10:15+1 0.0
9096 ATL MSY 22:50 00:25 0.0
2670 CDG LHR 16:51 18:11 0.0
7666 CDG MRS 21:49 23:14 0.0
8951 SLC CVG 19:50 23:20 0.0
624 ORY PTP 14:00 22:30 0.0
9300 IAH DFW 11:58+1 13:03+1 0.0
10121 ORY CDG 06:52+1 07:22+1 0.0
2423 MUC CDG 19:10 20:55 0.0
8826 CVG CLE 03:04+1 04:09+1 0.0
7794 CDG TLS 21:21 22:46 0.0
5324 LIL MRS 05:30 07:05 0.0
10061 CDG ORY 08:49+1 09:19+1 0.0
5831 MUC LYS 21:08 22:33 0.0
3431 VIE LYS 19:20 21:15 0.0
8911 CHO ATL 02:18+1 03:58+1 0.0
5823 LYS FCO 07:35 09:05 0.0
1971 LHR CDG 00:45+1 01:55+1 0.0
5131 BHX CDG 07:35 09:10 0.0
8302 BOD AMS 16:13 18:03 0.0
3166 MXP CFE 16:10 17:10 0.0
9060 ATL DFW 23:45 02:00 0.0
7864 NTE LYS 16:50 18:05 0.0
1439 VIE CDG 11:35 13:40 0.0
9939 BRI FCO 03:31+1 04:36+1 0.0
2241 AMS CDG 19:45 21:00 0.0
1619 FRA CDG 12:50 14:10 0.0
8227 AMS CDG 08:21 09:36 0.0
7810 LIL LYS 05:45 07:00 0.0
9042 ATL DEN 04:17+1 07:32 0.0
3279 BOD SXB 11:35 13:00 0.0
9116 ATL PDX 13:45 18:50 0.0
6122 ORY TLS 22:17 23:27 0.0
5439 BIQ LYS 21:26 22:41 0.0
9858 FCO BDS 16:07 17:22 0.0
2271 LHR CDG 08:07+1 09:17+1 0.0
5962 CDG BIO 19:30 21:10 0.0
6205 NCE ORY 16:00 17:25 0.0
6209 NCE ORY 09:35 11:00 0.0
9156 CVG ORF 05:20+1 06:55 0.0
4748 MRS BIA 17:49 18:44 0.0
621 PTP ORY 07:06+1 15:01 0.0
8970 CVG MSP 01:33+1 03:28+1 0.0
9910 FCO CTA 22:54 00:09+1 0.0
36 CDG IAH 09:15 20:05 0.0
9896 FCO TRS 21:20 22:35 0.0
1505 FCO CDG 00:13+1 02:23+1 0.0
9196 CVG SAV 22:51 00:26+1 0.0
1049 BCN CDG 16:55 18:50 0.0
1906 CDG DUS 14:33 15:48 0.0
10091 ORY CDG 20:36 21:06 0.0
7111 YUL YOW 05:08+1 07:08 0.0
8871 SRQ CVG 22:14 00:34+1 0.0
6105 TLS ORY 19:01 20:21 0.0
8512 ATL BTR 12:39+1 14:14 0.0
7302 ORY SXB 15:16 16:16 0.0
3182 LIL CFE 12:12 13:37 0.0
5479 BOD SXB 00:42+1 02:07+1 0.0
2542 CDG GVA 05:59+1 07:09+1 0.0
7316 ORY SXB 18:25 19:25 0.0
8745 CAK CVG 05:22+1 06:27+1 0.0
5006 CDG DUB 13:25 15:20 0.0
5781 SXB LYS 15:49 16:49 0.0
10003 CDG ORY 14:00 14:30 0.0
10135 ORY CDG 00:37+1 01:07+1 0.0
5475 BOD SXB 10:31 11:56 0.0
6253 BOD ORY 16:57 18:07 0.0
8914 CVG PDX 01:52+1 06:27 0.0
5821 LYS FCO 05:31+1 06:56+1 0.0
2335 TXL CDG 17:55 19:40 0.0
3450 LYS BRU 19:00 20:25 0.0
7848 LYS TLS 22:05 23:20 0.0
3353 TUN NCE 07:35 09:10 0.0
7440 ORY CFE 19:45 20:40 0.0
5656 TLS NTE 07:00 08:00 0.0
10047 CDG ORY 15:20 15:50 0.0
5121 LCY DUB 20:29 21:44 0.0
941 NSI DLA 16:32 17:17 0.0
9032 ATL CHO 23:52 01:27+1 0.0
3183 CFE LIL 05:30 06:55 0.0
6129 TLS ORY 14:40 16:00 0.0
3287 MLH CDG 17:30 18:45 0.0
9026 ATL CAE 09:25+1 10:35 0.0
6263 BOD ORY 13:40 14:50 0.0
1640 CDG AMS 01:28+1 02:48+1 0.0
9944 MXP BRI 13:50 15:30 0.0
10097 ORY CDG 16:13 16:43 0.0
6251 BOD ORY 05:10 06:20 0.0
5731 LYS LIG 07:40 08:40 0.0
7412 ORY LYS 18:40 19:45 0.0
7671 MRS CDG 06:04+1 07:34+1 0.0
3357 RAK ORY 03:55+1 07:00+1 0.0
1088 CDG OTP 17:30 20:20 0.0
6132 ORY TLS 05:23+1 06:33+1 0.0
5967 BIO CDG 21:45 23:25 0.0
5593 MRS TLS 09:35 10:30 0.0
33 IAH CDG 22:23 07:43 0.0
566 CDG BEY 15:20 19:30 0.0
7850 LYS TLS 16:10 17:25 0.0
7867 LYS NTE 14:50 16:05 0.0
9950 FCO PMO 15:44 16:54 0.0
7488 ORY BIQ 15:55 17:10 0.0
6247 NCE ORY 07:41+1 09:06+1 0.0
8517 CAE ATL 09:24+1 10:29+1 0.0
9984 FCO BDS 20:40 21:55 0.0
